Genes,E3_0,E3_1,E3_2,E4_0,E4_1,E4_2
L1CAM,14.6055,16.5505,17.2947,19.2344,18.0781,20.8757
L1TD1,0.335644,0.395718,0.45029,0.0524175,0.170055,0
L2HGDH,1.72588,1.84825,1.87363,1.9204,2.18605,1.45132
L3HYPDH,10.1724,11.5327,8.83678,14.6586,14.4464,16.1204
L3MBTL1,3.26324,3.74551,2.44023,2.6782,2.60537,2.50929
L3MBTL2,10.6008,9.65951,10.1489,8.83265,9.11057,10.5397
L3MBTL3,6.30427,7.0171,7.20369,4.64666,5.3659,4.29246
L3MBTL4,0.214636,0.206659,0.132608,0.0879893,0.0543729,0.0265986
LACC1,1.83906,1.56643,1.66289,1.78751,1.92373,2.05006
LACE1,1.90247,1.50922,1.44328,2.17649,1.56912,1.49133
LACRT,0,0,0,0,0,0
LACTB,4.52445,5.63897,4.5284,3.75892,5.18506,5.78873
LACTB2,4.10204,4.21782,4.12144,4.41079,5.99642,4.73341
LAD1,0.0688843,0.189498,0.136188,0,0.174502,0.0682915
LAG3,0.152241,0.223364,0.300987,0.110952,0.051422,0.251551
LAGE3,9.17418,9.22804,9.40273,10.0291,7.92747,10.3786
LAIR1,0.177167,0.0779684,0.140103,0.0774588,0.143615,0.105378
LAIR2,0,0,0,0,0,0
LALBA,0,0,0,0,0,0
LAMA1,1.20048,1.22588,1.30063,2.90817,2.78324,3.03726
LAMA2,3.62818,4.04311,3.74568,5.12545,5.54595,5.69551
LAMA3,0.754642,0.87598,0.701308,0.491869,0.754067,0.394587
LAMA4,4.82039,4.30661,4.29478,15.0829,15.5546,15.0072
LAMA5,44.1152,46.1845,46.36,33.3595,28.3723,30.7504
LAMB1,136.327,139.159,134.397,122.349,128.212,121.212
LAMB2,70.8042,73.5981,76.0926,85.9909,79.0669,87.7636
LAMB2P1,0.338741,0.521843,0.80365,0.666555,0.274598,0.335826
LAMB3,0.0473462,0.104245,0.131215,0.169293,0.0896689,0.26319
LAMB4,0,0.0706683,0.0634847,0.0702064,0.016269,0.0318345
LAMC1,107.309,116.898,103.8,177.384,177.433,173.795
LAMC2,0.430384,0.45947,0.66652,0.716385,0.476094,0.745071
LAMC3,11.4589,12.9143,11.2513,29.1281,28.2949,30.9049
LAMP1,68.4897,66.5587,70.7375,93.346,91.0517,91.7404
LAMP2,25.0781,26.6818,23.8638,29.1569,34.8354,30.1912
LAMP3,0.347192,0.254696,0.42901,0.316289,0.410446,0.516306
LAMP5,0.0531775,0,0.0525672,0,0,0.0527198
LAMTOR1,51.7134,47.898,53.3266,52.4654,53.1553,62.3334
LAMTOR2,38.9231,43.875,44.8669,40.6824,37.7095,43.1648
LAMTOR3,8.17158,7.86233,7.68282,9.55076,8.63886,7.66829
LAMTOR4,71.2249,75.2005,70.6269,66.2193,63.6287,76.9912
LAMTOR5,53.0533,52.1848,52.7227,52.6129,49.6238,58.8748
LANCL1,20.2306,20.9734,17.9653,18.5493,18.7959,15.8825
LANCL2,5.64443,5.29622,5.32014,4.6637,4.36723,5.07531
LANCL3,0.059602,0.163981,0.0294536,0.162909,0.030192,0
LAP3,18.9518,17.5365,20.7686,20.5609,19.1554,18.6464
LAPTM4A,184.185,174.405,169.087,183.368,190.404,176.78
LAPTM4B,156.77,156.896,156.603,118.073,119.707,123.222
LAPTM5,0.222846,0.294259,0.176231,0.146168,0.361297,0.220928
LARGE,8.25503,8.82099,8.78113,13.0757,12.4126,12.6308
LARP1,43.137,45.3088,45.0586,47.8405,45.6264,47.4439
LARP1B,6.18634,6.94917,5.84357,6.43778,6.60353,6.27056
LARP4,8.92147,7.96585,8.0453,10.025,9.99288,8.54902
LARP4B,8.65175,8.96937,8.87521,8.51815,8.59042,8.09179
LARP6,18.6073,17.0184,17.864,21.6744,23.2697,27.6655
LARP7,14.8,13.9948,14.0499,15.5149,16.1647,13.0841
LARS,29.3327,29.1161,29.6529,33.8607,35.1883,31.7345
LARS2,10.5319,8.79171,10.1418,8.43649,8.69399,8.25847
LARS2-AS1,0.384916,0.363047,0.326142,0.300562,0.167159,0.654178
LAS1L,14.2571,13.268,14.3785,13.119,13.5743,13.4042
LASP1,102.744,100.807,101.56,119.867,119.469,132.136
LAT,1.02067,1.04275,1.07111,1.22775,1.18219,1.30103
LAT2,0.252317,0.260414,0.361186,0.165495,0.239806,0.100054
LATS1,5.87117,6.91373,5.89329,7.25877,8.0654,6.04396
LATS2,12.2611,13.3983,12.4566,13.3479,12.1485,12.9142
LAX1,0.323784,0.249399,0.320069,0.0353927,0.0984254,0.192597
LAYN,11.9493,12.4044,11.5184,9.82749,9.10934,10.2501
LBH,45.1791,43.7968,42.7903,93.9885,86.4139,88.5933
LBP,0,0,0,0.117381,0,0
LBR,18.1332,19.0197,16.8097,18.9503,18.3745,15.9631
LBX1,0,0,0,0.0917181,0,0
LBX2,1.09025,1.11971,1.50884,0.23837,0.957456,0.864695
LBX2-AS1,0.808444,0.533758,0.759209,0.839594,0.86016,0.961784
LCA5,2.16519,2.35963,1.52294,2.32144,2.50971,2.14733
LCA5L,0.084024,0.0924585,0.16612,0.275563,0.212855,0.333204
LCAT,6.20667,7.48063,7.77276,7.08758,5.0766,6.64509
LCE1A,0,0,0,0,0,0
LCE1B,0,0,0,0,0,0
LCE1C,0,0,0,0,0,0
LCE1D,0,0,0,0,0,0
LCE1E,0,0,0,0,0,0
LCE1F,0,0,0,0,0,0
LCE2A,0,0,0,0,0,0
LCE2B,0,0,0,0,0,0
LCE2C,0,0,0,0,0,0
LCE2D,0,0,0,0,0,0
LCE3A,0,0,0,0,0,0
LCE3B,0,0,0,0,0,0
LCE3C,0,0,0,0,0,0
LCE3D,0,0,0,0,0,0
LCE3E,0,0,0,0,0,0
LCE4A,0,0,0,0,0,0
LCE5A,0,0,0,0,0,0
LCE6A,0,0,0,0,0,0
LCK,0.0477954,0,0,0,0.0484312,0
LCLAT1,5.84107,5.78245,5.81064,7.18944,7.8229,6.41162
LCMT1,23.9592,21.742,18.3339,16.9062,17.688,20.6683
LCMT2,4.15489,4.15634,4.14116,4.84239,4.14058,3.91488
LCN1,4.95645,4.43136,3.7579,0.173038,1.09864,0.785083
LCN10,0.20019,0.110143,0,0.0547115,0.0507134,0
LCN12,0.933724,1.02745,1.29221,0.204147,0.378459,0.185138
LCN15,0.324734,1.07199,0.802518,0.354995,0.164527,0.160969
LCN2,0,0,0,0,0,0.145372
LCN6,0,0,0,0,0,0
LCN8,0,0,0,0,0,0
LCN9,0.565346,0.622097,0.838288,0,0.572868,1.12096
LCNL1,3.61362,3.85401,3.95684,3.64649,5.40804,2.75578
LCOR,3.46891,3.55974,2.6033,3.03617,4.01491,3.61634
LCORL,4.84864,5.09693,5.18797,5.26875,4.69124,3.76057
LCP1,0.60747,0.584893,0.450374,1.3835,0.846384,0.752802
LCP2,0,0,0,0.0894535,0.0829167,0.162248
LCT,0,0,0.0147837,0,0.0151543,0
LCTL,1.4156,1.24616,1.07284,1.23801,0.956286,0.842048
LDB1,85.5802,85.8665,86.316,72.8071,73.8962,79.8535
LDB2,10.1805,10.1442,9.80373,17.8402,18.6586,18.1012
LDB3,0.372381,0.352958,0.387535,0.451469,0.538116,0.384334
LDHA,136.139,128.162,128.952,181.271,180.145,177.233
LDHAL6A,0.660446,0.391323,0.0502194,0.499841,0.514794,0.40293
LDHAL6B,0.0578984,0,0,0.0632939,0,0
LDHB,398.487,346.933,361.45,366.849,354.243,353.371
LDHC,0.0883749,0,0,0,0,0
LDHD,0.353045,0.332984,0.720282,0.275671,0.306634,0.250001
LDLR,21.7227,25.6027,24.6035,26.769,25.5496,27.1677
LDLRAD1,0.285783,0.366884,0.376674,0.312415,0.434382,0.755545
LDLRAD2,0.286033,0.393432,0.471252,0.469033,0.338145,0.259941
LDLRAD3,7.54941,6.97085,7.7548,5.81294,6.65204,6.05263
LDLRAD4,1.35934,1.34268,1.19589,1.32356,1.58321,1.48554
LDLRAP1,7.84275,7.78896,8.40977,8.57361,8.7216,8.79658
LDOC1,37.1761,37.0887,36.0633,28.7519,30.246,31.4272
LDOC1L,14.6269,14.3198,14.3013,11.881,13.4741,13.253
LEAP2,0.540234,0.198155,0.712047,0.787438,0.364948,1.07117
LECT1,0,0.0804631,0.0722838,0,0,0
LECT2,0.103862,0.685725,0.41068,0.227081,0,0
LEF1,1.45177,1.06799,1.14053,2.41669,2.14934,2.1692
LEF1-AS1,0.429194,0.18575,0.379002,0.234595,0.593595,0.744625
LEFTY1,0.0637972,0,0,0.0697425,0.064646,0.126496
LEFTY2,0.385907,0.636972,0.667594,0,0.0488723,0.0478156
LEKR1,0.209064,0.115025,0.127434,0.210703,0.105922,0.103632
LELP1,0,0,0,0,0,0
LEMD1,0.368189,0.350423,0.181971,0,0.186533,0.182499
LEMD1-AS1,0.915642,1.08506,1.25326,0.692979,0.785081,0.698278
LEMD2,27.9836,30.222,29.8544,28.4467,26.8637,31.0405
LEMD3,7.23179,7.71857,6.40658,7.06331,7.87341,6.75819
LENEP,0,0,0,0,0.206193,0
LENG1,8.87816,6.56151,8.90727,7.96721,7.92209,9.32723
LENG8,43.9859,48.0565,45.1489,41.6824,40.7368,38.016
LENG9,6.78375,8.92267,7.07264,7.93736,7.67955,8.19655
LEO1,18.8576,16.0765,16.4725,16.4307,16.0814,14.3454
LEP,0.225287,0.0619756,0.222702,0.0615705,0.25682,0.167511
LEPR,4.116,4.04322,3.68234,3.40831,3.61494,3.28098
LEPRE1,102.877,102.42,106.226,120.227,122.902,135.837
LEPREL1,7.45015,7.60493,8.77609,12.6507,12.0155,12.4471
LEPREL2,75.0109,75.0705,78.7961,48.4422,42.8613,54.6184
LEPREL4,43.8617,43.8921,45.6778,40.2541,40.5721,48.3992
LEPROT,23.5716,22.2185,23.091,29.4376,28.3135,28.4109
LEPROTL1,27.7216,26.1798,24.2228,16.7137,16.1253,15.7392
LETM1,10.0651,10.0496,10.5811,10.871,10.4439,9.80732
LETM2,0.557574,1.07286,0.609188,1.07768,1.44335,1.14777
LETMD1,26.5228,21.9931,26.9042,26.8496,27.4318,27.9398
LEUTX,0,0,0,0,0,0
LFNG,2.52535,2.26168,3.41525,3.072,2.39587,3.39582
LGALS1,327.955,304.902,337.584,559.153,546.526,697.401
LGALS12,0.603987,1.10957,1.10117,0.249183,0.489645,0.479054
LGALS13,0,0,0,0,0,0
LGALS14,0,0,0,0,0,0.102266
LGALS16,0,0,0,0,0,0
LGALS17A,0,0,0,0,0,0
LGALS2,2.23357,2.765,1.65596,2.1365,2.82911,2.49114
LGALS3,19.9328,19.3036,19.5914,24.7788,21.9258,24.3963
LGALS3BP,306.215,301.985,331.06,221.028,209.796,231.907
LGALS4,0,0.0928362,0.0833992,0,0,0
LGALS7,0,0,0,0,0,0
LGALS7B,0,0,0,0,0,0
LGALS8,2.97751,3.29525,3.07736,3.55078,3.74347,3.37583
LGALS8-AS1,0,0,0,0,0,0.21827
LGALS9,0.991629,0.429956,0.965641,1.49145,1.25381,1.29014
LGALS9B,0,0,0,0,0,0
LGALS9C,0,0.0658954,0,0,0,0
LGALSL,4.03351,3.63893,4.03675,4.6011,4.23949,4.04847
LGI1,0.965383,0.369492,0.746847,1.83539,1.57367,1.33158
LGI2,0.488297,0.504748,0.453439,0.970547,0.899624,1.0122
LGI3,0.148205,0.163082,0.205106,0.0972098,0.180212,0.0587719
LGI4,0.574832,0.632535,0.635087,0.480541,0.925115,0.536362
LGMN,26.7867,27.0307,28.4841,28.2667,26.6982,31.3601
LGR4,13.2661,14.3799,11.6014,11.1966,12.33,10.4752
LGR5,0.0339274,0.223998,0.201228,0.148356,0,0.0336354
LGR6,0.0319881,0.281614,0.18974,0.034969,0.0324136,0
LGSN,0.0724873,0.179471,0.198546,0.277354,0.423506,0.305426
LHB,0,0,0.560604,0,0,0
LHCGR,0,0.0691376,0,0.0686857,0,0.0311449
LHFP,17.5073,15.5344,14.6898,21.9817,22.587,22.3288
LHFPL1,0.464966,0.38373,0.229815,0.444759,0.235576,0.230482
LHFPL2,6.45038,6.45824,6.48757,4.01771,5.39616,5.16794
LHFPL3,0,0,0,0.0333841,0,0
LHFPL3-AS1,0,0,0,0,0,0
LHFPL3-AS2,0.0557306,0,0.0550911,0,0,0
LHFPL4,0,0,0,0,0,0.0192455
LHFPL5,0.467011,0.411113,0.553983,0.357372,0.37858,0.231496
LHPP,9.80126,9.17491,11.6735,9.77709,10.9248,10.8101
LHX1,0.112504,0.0928481,0.222426,0,0.0285002,0
LHX2,0.123075,0.135429,0,0.134544,0.166283,0.0406719
LHX3,0,0,0,0,0,0
LHX4,0.216672,0.536449,0.535463,0.71059,0.329332,0.483316
LHX5,0,0.0531101,0,0,0,0
LHX6,0,0,0,0.03206,0.059461,0.0581753
LHX8,0,0.0639947,0.0574894,0,0,0
LHX9,0.145257,0.0864208,0,0,0,0
LIAS,4.72314,4.66853,4.08408,5.69461,4.75559,5.84348
LIF,1.27786,2.14532,1.67639,1.27416,1.10286,1.12334
LIFR,18.5745,21.6811,18.1775,66.0888,77.4286,62.4589
LIG1,12.2315,10.9617,12.9636,8.47767,8.4651,8.40707
LIG3,12.383,11.5706,12.9109,10.8306,10.6781,9.89433
LIG4,2.56318,3.04127,2.44892,2.75265,3.21388,2.59146
LILRA1,0,0,0,0,0,0
LILRA2,0,0,0,0,0,0
LILRA3,0,0,0,0,0,0
LILRA4,0,0,0,0,0,0
LILRA5,0.644948,0.709688,0.876636,0.52878,1.062,0.426564
LILRA6,0.194884,0.214447,0.24081,0.42609,0.271531,0.169056
LILRB1,0.524576,0.4233,0.449414,0.34407,0.283488,0.277359
LILRB2,0.0333725,0,0,0,0.067633,0.0330853
LILRB3,0.277167,0.0381237,0.376732,0.340871,0.210641,0.171739
LILRB4,0,0,0,0,0,0
LILRB5,0.0514632,0,0,0,0,0
LILRP2,0,0,0,0,0,0
LIM2,0.415725,0.511592,0.54794,0,0,0
LIMA1,33.7547,32.3865,31.2236,35.354,34.171,34.6021
LIMCH1,2.97316,3.41417,3.4186,4.34745,3.7876,3.29305
LIMD1,3.5983,4.1238,3.7784,3.63982,3.51001,3.99659
LIMD1-AS1,5.32517,5.52624,4.92169,5.72677,4.95732,5.66564
LIMD2,17.2748,16.1658,18.9179,12.546,13.1209,15.3391
LIME1,4.46598,3.00874,4.41473,3.28798,5.26423,4.5179
LIMK1,37.3011,38.5481,40.6678,35.4073,34.5947,39.5659
LIMK2,13.0246,12.4922,11.8625,10.0148,10.2254,11.6727
LIMS1,10.8923,11.8248,10.3575,10.5939,12.0049,10.9793
LIMS2,11.6024,13.2211,13.5072,18.736,17.8439,17.0245
LIMS3,0,0,0,0,0,0
LIMS3-LOC440895,0,0,0,0,0,0
LIMS3L,0,0,0,0,0,0
LIN28A,4.55031,4.27305,4.85135,5.44313,4.20046,5.03076
LIN28B,6.35312,6.97202,6.24636,10.3522,10.0816,8.77708
LIN37,13.8034,14.5562,14.1188,14.461,13.7928,15.9654
LIN52,7.28556,6.4511,5.12014,5.60004,5.13314,5.81214
LIN54,3.64349,3.57646,3.07566,3.36877,3.76101,3.37616
LIN7A,3.35889,2.62615,2.97083,3.38201,2.7766,3.15472
LIN7B,6.90585,7.05628,6.17645,4.67344,4.83176,6.5204
LIN7C,6.22991,6.48995,5.90745,5.8284,5.91701,5.40184
LIN9,1.64497,2.45931,2.01847,2.32906,2.08347,1.80489
LINC-ROR,0.114152,0.0418702,0.225684,0,0.115671,0.113169
LINC00028,0,0,0,0,0,0
LINC00029,0,0,0,0,0,0
LINC00032,0,0.110594,0.0331173,0.0366238,0.0339475,0.0332134
LINC00035,0,0,0.33217,0.36734,0,0
LINC00051,0,0,0,0,0,0.106753
LINC00052,0.0573498,0.0631067,0,0.0626942,0.0581128,0
LINC00085,4.53672,4.36811,3.82216,3.60691,3.29109,3.62881
LINC00086,2.00951,1.90412,2.17958,0.854302,1.24437,1.24514
LINC00087,6.34306,6.36618,6.95932,5.56258,5.05014,6.53034
LINC00092,0.538247,0.789703,1.12326,0.719162,0.72721,0.770777
LINC00094,6.73029,7.33364,8.08103,7.98556,7.45192,7.55117
LINC00102,0.240159,0.0880889,0.237403,0.175026,0.243354,0.158728
LINC00111,0,0,0,0,0,0
LINC00112,0,0,0,0,0,0
LINC00113,0.84802,0,0,0,0,0
LINC00114,0.824781,0.907805,1.63112,0.450957,1.045,0.817932
LINC00115,1.22235,1.34505,0.644439,1.24718,0.825741,0.969463
LINC00116,6.92416,4.72674,5.95742,6.0275,5.39214,6.29252
LINC00152,10.9888,10.9763,14.1665,14.6228,15.7014,17.678
LINC00158,0,0,0,0.077959,0.144524,0
LINC00159,0,0,0,0,0,0
LINC00160,0,0,0,0,0,0
LINC00161,0,0,0,0,0,0.134914
LINC00162,0,0,0,0,0,0
LINC00163,0.0930195,0.0511785,0.137928,0,0.0471285,0
LINC00167,0.204789,0.488249,0.506096,0.261185,0.276684,0.43989
LINC00173,3.4532,2.65237,4.8304,1.49564,2.83896,2.71301
LINC00174,1.01095,0.994091,1.16946,1.05814,1.068,1.08755
LINC00176,0.180436,0.17869,0.142686,0.117669,0.073114,0.071533
LINC00184,0.0878448,0,0,0,0,0.0435444
LINC00189,0.115487,0.12708,0,0.252498,0,0.457972
LINC00200,0,0.0447789,0,0,0,0
LINC00202-1,0.0265704,0,0.183859,0.0871395,0.0807718,0
LINC00202-2,0,0.0338612,0.0304191,0,0,0.0305074
LINC00207,0,0,0,0,0,0
LINC00208,0,0,0,0,0,0
LINC00210,0,0.072336,0,0,0,0
LINC00221,0.353706,0.518948,0.407921,0.386667,0.238941,0.350662
LINC00222,0,0,0,0,0.1187,0
LINC00226,0,0,0,0,0,0
LINC00229,0,0,0,0,0,0
LINC00235,1.52085,0.27892,0.250567,0.277096,0.513695,0.251294
LINC00238,0,0,0,0,0,0
LINC00239,0,0,0,0,0,0.204949
LINC00240,0.351831,0.645247,0.463725,1.02565,0.594186,0.697606
LINC00242,0.204939,0.135307,0.0810351,0.134423,0.0415332,0.121905
LINC00244,0,0,0,0,0,0
LINC00251,0,0,0,0,0,0
LINC00254,0,0,0,0,0,0
LINC00260,1.18555,1.30456,1.5905,2.31434,2.57426,1.76302
LINC00261,0.0771391,0.0848824,0.0762539,0,0.058624,0.0191188
LINC00263,3.35339,3.69001,3.77213,3.53948,3.398,4.58555
LINC00264,0,0,0.20394,0,0,0
LINC00265,1.43109,1.46226,1.39446,1.09512,1.34655,1.39851
LINC00266-1,0,0.38412,0.51761,0.381609,0.353723,0
LINC00271,0.0633521,0.209134,0.0626251,0.0692558,0.12839,0
LINC00272,0,0,0,0,0,0.168188
LINC00273,0.363417,1.11971,0.718494,0.635654,0.368252,0.0720579
LINC00277,0,0,0,0.0427245,0,0
LINC00278,0,0,0,0,0,0
LINC00282,0.0720505,0.105713,0.0474806,0.0506004,0.0243322,0.0458886
LINC00284,0,0,0,0,0,0
LINC00290,0,0,0,0,0,0
LINC00293,0,0,0,0,0,0
LINC00294,4.85856,4.12242,4.68707,4.7034,4.83422,4.78773
LINC00297,0,0,0,0,0,0
LINC00299,0,0,0,0,0,0
LINC00301,0,0,0,0,0,0.138868
LINC00303,0,0,0,0,0,0
LINC00304,0.133511,0.146913,0.263958,0.340556,0.360766,0.176483
LINC00305,0.545156,0.899819,0.5389,1.04293,0.276204,1.21604
LINC00307,0,0,0,0,0,0
LINC00308,0,0,0,0,0,0
LINC00309,0,0,0,0,0,0
LINC00310,0.626578,0.374828,0.336725,0.405686,0.172583,0.0844257
LINC00311,1.14845,1.07417,1.02174,1.00438,1.16373,1.30935
LINC00312,1.4207,1.33998,1.07002,1.81195,1.40533,1.27434
LINC00313,0,0,0.238578,0.263839,0,0.23927
LINC00314,0.238808,0,0.236068,0.522126,0,0
LINC00317,0.221884,0.244158,0,0,0,0.219975
LINC00319,0.0648731,0.178463,0.22445,0.212756,0.164341,0.225102
LINC00320,0,0,0,0,0.0507974,0
LINC00323,0,0,0,0,0.0506576,0
LINC00324,1.15224,1.00376,1.18647,0.682291,0.437838,0.666354
LINC00326,0,0,0,0,0,0
LINC00327,0.385506,0.159076,0.666894,0.47411,0.292976,0.143321
LINC00330,0.594671,0.381713,0.636834,0.54174,0.602582,0.393035
LINC00331,0,0.272083,0.977702,1.08122,0,0.735404
LINC00332,0.143392,0.157786,0,0,0.145299,0
LINC00333,0,0,0,0,0,0
LINC00336,0.0476821,0.157406,0.047135,0.0521256,0.096633,0.0472718
LINC00338,2.29614,2.58575,3.01347,2.42283,2.62036,3.11628
LINC00339,10.1102,7.41668,7.7374,9.15085,7.38057,8.08318
LINC00340,0.269233,0.414763,0.319373,0.176594,0.272815,0.16015
LINC00341,1.45485,1.48654,1.6436,2.42351,1.4391,2.23217
LINC00343,0,0,0,0,0,0
LINC00346,0.667709,0.70208,0.630712,0.762374,0.676593,0.661963
LINC00347,0,0,0,0,0,0.0484212
LINC00348,0.365523,0.670357,0.602214,0.665976,0.246924,0.120792
LINC00351,0,0,0.112445,0.124351,0,0
LINC00353,0,0,0.198482,0,0,0
LINC00359,0,0,0,0,0,0
LINC00366,0.276644,0.304414,0.27347,0,0,0.274264
LINC00379,0.2493,0,0.246439,0.272532,0,0
LINC00381,0.866038,0.571784,0,0.189349,0,0.343434
LINC00398,0,0,0,0,0,0
LINC00410,0.15006,0.220164,0,0.328088,0.354798,0.0991791
LINC00421,0,0,0.105444,0,0,0
LINC00423,0,0,0,0,0,0
LINC00424,0,0,0,0,0,0
LINC00426,0,0,0.0647485,0.071604,0.0663715,0
LINC00433,0,0,0,0,0,0
LINC00439,1.35274,0.893116,0.534886,0.739399,0.548294,0.402329
LINC00441,0.193142,0,0.0954628,0,0.293567,0
LINC00442,0,0,0,0,0,0
LINC00443,0,0,0.087977,0,0,0
LINC00446,0,0,0,0,0,0
LINC00457,0,0,0,0,0,0
LINC00460,0.127308,0.140087,0.251693,0,0.129001,0
LINC00461,0.2072,0.25965,0.0284331,0,0.209957,0
LINC00462,0,0,0,0,0,0
LINC00466,0.285487,0.188487,0.395095,0.499346,0.57857,0.056606
LINC00467,2.45305,2.87924,2.90988,3.93308,3.31425,3.40471
LINC00469,0,0,0,0,0,0
LINC00470,0.0538118,0,0.212786,0,0,0.160052
LINC00471,1.34612,1.11094,1.66335,1.10368,1.27878,1.75158
LINC00472,1.0642,0.951461,0.887617,0.872531,0.707674,0.527522
LINC00473,0.607312,0.356,0.348181,0.0614522,0.170885,0.251371
LINC00474,0,0,0,0,0,0
LINC00475,0.050521,0,0.0998825,0,0.204773,0.0500862
LINC00476,2.32555,1.66526,2.11966,2.77506,2.8309,2.34011
LINC00477,0.0602417,0.0662888,0.119101,0,0.122086,0
LINC00478,1.1443,0.904714,1.11988,0.290487,0.448772,0.52006
LINC00479,0,0.05459,0.0490408,0,0,0
LINC00482,0.098435,0.108316,0.0324351,0.0717387,0.232737,0.0325293
LINC00483,0.583707,1.12403,1.00977,0.638102,0.591473,1.0127
LINC00485,0.154934,0.142072,0.153156,0.141144,0.104664,0.128001
LINC00486,0,0,0,0,0,0
LINC00487,0,0,0,0,0,0
LINC00488,0.195581,0.172171,0.232004,0.213807,0.317092,0.193898
LINC00489,0,0,0,0,0,0
LINC00493,65.6156,68.0566,58.3454,62.1205,56.9448,65.6734
LINC00494,0,0.0294792,0.10593,0,0.0271464,0.0265594
LINC00499,0,0,0,0,0,0
LINC00502,0,0,0,0,0,0
LINC00507,0.989888,0.778039,1.49109,0.876014,0.859764,0.981369
LINC00511,0,0,0.174095,0,0,0
LINC00514,0.481328,0.463439,0.475804,0.394637,0.548698,0.417537
LINC00515,0,0.404159,0.363075,0.803035,0,0
LINC00516,0,0,0,0,0,0
LINC00518,0.0322522,0,0,0,0.0326813,0.0319747
LINC00520,0.201285,0.442997,0.198975,0.109856,0.458936,0.289408
LINC00521,0,0,0,0,0.106106,0
LINC00523,0,0,0,0,0,0
LINC00525,0,0,0,0,0,0
LINC00526,3.3744,2.80749,2.76617,2.51922,2.08494,2.52942
LINC00534,0,0.29994,0.134725,0,0,0
LINC00535,0.2653,0.175159,0.367158,0.174014,0.107532,0.578637
LINC00536,0.0729523,0.0401377,0.0360576,0.119626,0.0369614,0.144649
LINC00538,0,0,0,0,0,0
LINC00544,0,0,0,0,0,0
LINC00547,0.671226,0.834945,1.1828,0.701874,1.15331,0.520787
LINC00548,0,0.0425478,0.0382227,0.0422697,0,0
LINC00550,0,0,0,0,0.0284826,0
LINC00551,0,0.0566322,0,0,0.104301,0.0510231
LINC00552,0,0,0,0,0,0
LINC00558,0,0,0,0,0,0
LINC00559,0.17355,0.136408,0.14705,0.0813099,0.100491,0.122898
LINC00563,0,0,0,0.0829079,0,0.0751877
LINC00565,0.039907,0.0878259,0.0394491,0.0436259,0.121314,0.158254
LINC00568,0.999944,1.92556,1.23559,0.546564,3.29305,2.23051
LINC00570,0,0,0,0,0,0.0798569
LINC00571,0,0.313981,0.282064,0.311929,0.578269,0.848648
LINC00574,0.922103,0.887832,0.531721,0.504017,0.856507,0.685625
LINC00575,0,0,0,0,0,0
LINC00577,0.243941,0,0,0,0,0.241842
LINC00578,0.623599,1.07831,0.616443,0.779099,0.451354,0.618232
LINC00582,0,0,0.227684,0,0,0
LINC00583,0,0,0,0,0,0
LINC00588,0,0,0,0,0,0
LINC00589,0.0759673,0,0,0,0,0
LINC00592,0,0,0,0,0,0
LINC00593,0,0,0,0,0,0
LINC00595,0,0.148853,0,0.443639,0,0
LINC00597,0,0.0771986,0.0693512,0.230082,0,0
LINC00598,0.434722,0.2829,0.296768,0.440358,0.448719,0.376458
LINC00599,0.0333909,0,0,0,0,0
LINC00601,0,0.103513,0,0.102836,0.0953212,0
LINC00602,0.0975151,0.160956,0.192792,0,0.0494062,0
LINC00605,0.0669984,0.147448,0.264918,0.146484,0.203669,0.199265
LINC00606,0,0,0,0,0,0
LINC00607,0,0.0859522,0.0772149,0.199244,0.211068,0.206504
LINC00608,0,0,0,0,0,0
LINC00609,0,0,0,0,0,0
LINC00612,0.0904707,0,0.134149,0,0.0458372,0
LINC00615,0,0.0830372,0,0,0,0.0748128
LINC00616,0,0,0,0,0,0
LINC00617,0.272917,0.266945,0.269785,0.2652,0.0307276,0.240505
LINC00619,0,0,0,0,0,0
LINC00620,0.114757,0.252553,0.226881,0.250903,0.116284,0
LINC00622,0.45817,0.432139,0.517614,0.429314,0.72956,0.584006
LINC00623,0,0,0,0,0,0
LINC00624,0,0.0630312,0,0,0,0.0567883
LINC00626,0.241414,0,0.119322,0.263911,0.244626,0
LINC00628,0,0,0,0,0,0
LINC00629,1.12471,0.884006,0.635315,0.702582,1.22108,0.47787
LINC00630,3.51005,3.07947,2.15688,2.95564,4.18158,2.96256
LINC00633,0,0,0,0,0.42972,0.210214
LINC00634,0.139343,0.0766655,0.206617,0.152329,0.282395,0.138144
LINC00635,0,0,0,0,0,0
LINC00636,0,0,0,0,0,0
LINC00637,0.538938,0.700862,0.968643,0.374921,0.397169,0.388582
LINC00638,0.902003,1.25147,1.16302,1.62914,0.993482,1.5552
LINC00639,0.0442564,0.0243495,0.0218743,0.0241903,0,0.0438756
LINC00640,0.19269,0,0,0,0,0.382062
LINC00641,5.92862,6.58742,6.80237,5.30872,6.30776,5.78423
LINC00642,0,0,0,0,0,0
LINC00643,0.0564638,0.0155329,0.0697698,0.0154314,0.0286075,0.0419834
LINC00645,0,0,0.0269355,0.0893624,0.138054,0.0540274
LINC00648,1.52275,1.63837,0.802813,0.628869,1.06296,0.402572
LINC00649,3.95568,4.0992,3.91029,3.0648,3.34675,3.65512
LINC00651,0,0,0,0,0,0
LINC00652,1.15497,1.35563,0.989487,1.2626,1.09231,0.91602
LINC00654,0.428766,0.265391,0.317884,0,0,0
LINC00656,0,0,0,0,0,0
